incident_number,arrest_date,gender,race,age,charge,most_serious,arrest
14BU036119,12/30/2014 15:09,Female,White,12,Unlawful Trespass (Misdemeanor),1,TRUE
14BU036186,12/31/2014 7:47,Female,White,20,NA,1,TRUE
14BU036189,12/31/2014 9:31,Male,Asian - A,42,Unlawful Trespass (Misdemeanor),1,TRUE
14BU036222,12/31/2014 19:02,Male,Black,23,Identity Theft,1,TRUE
14BU036222,12/31/2014 19:02,Male,Black,23,False Information To A Police Officer,0,TRUE
14BU036222,12/31/2014 19:02,Male,Black,23,Fugitive From Justice (Arrest Prior To Requisition),0,TRUE
14BU036223,12/31/2014 20:12,Male,Native Hawaiian or Other Pacific Islander - P,28,Driving Under The Influence - First Offense,1,TRUE
14BU036223,12/31/2014 20:12,Male,Native Hawaiian or Other Pacific Islander - P,28,Leaving Scene Of An Accident,0,TRUE
14BU036238,12/31/2014 21:00,Male,White,45,Disorderly Conduct - All Other,0,TRUE
14BU036238,12/31/2014 21:00,Male,White,45,Resisting Arrest,1,TRUE
14BU036248,12/31/2014 23:23,Male,White,26,Driving With A Criminally Suspended License,1,TRUE
14BU036250,1/1/2015 23:00,Male,White,20,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
15BU000011,1/1/2015 2:38,Male,Asian - A,26,Driving Under The Influence - First Offense,1,TRUE
15BU000019,1/1/2015 2:09,Male,White,28,Disorderly Conduct - All Other,1,TRUE
15BU000030,1/1/2015 2:53,Male,Black,60,Driving Under The Influence - First Offense,1,TRUE
15BU000035,1/1/2015 4:07,Female,White,23,Driving Under The Influence - First Offense,1,TRUE
15BU000039,1/1/2015 6:17,Male,White,25,"Drugs - Depressant, Stimulant, And Narcotic Possession Misdemeanor",1,TRUE
15BU000049,1/1/2015 6:46,Male,White,21,Unlawful Trespass (Felony),1,TRUE
15BU000076,1/1/2015 15:00,Female,White,37,Driving With A Criminally Suspended License,1,TRUE
15BU000133,1/2/2015 13:46,Male,White,20,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
15BU000144,1/2/2015 16:07,Male,White,35,Driving With A Criminally Suspended License,1,TRUE
15BU000173,1/2/2015 21:25,Male,White,52,Driving With A Criminally Suspended License,1,TRUE
15BU000184,1/3/2015 1:24,Male,White,38,Driving With A Criminally Suspended License,1,TRUE
15BU000184,1/3/2015 1:26,Male,White,38,Driving Under The Influence - Second And Subsequent Offense,1,TRUE
15BU000185,1/3/2015 1:00,NA,NA,NA,NA,1,TRUE
15BU000209,2/12/2015 9:45,Male,White,30,Petit Larceny From A Building/Residence/Structure,1,TRUE
15BU000217,1/4/2015 9:51,NA,NA,NA,Negligent Operation,1,TRUE
15BU000217,1/4/2015 9:51,NA,NA,NA,Leaving Scene Of An Accident,0,TRUE
15BU000217,1/4/2015 9:51,NA,NA,NA,Unlawful Mischief (Misdemeanor),0,TRUE
15BU000225,1/3/2015 21:53,Male,White,20,False Information To A Police Officer,1,TRUE
15BU000225,1/3/2015 21:53,Male,White,20,Minors Misrepresenting Age Or Procuring/Possession Liquor 2nd Offense Only,0,TRUE
15BU000229,1/3/2015 23:18,Female,White,38,Leaving Scene Of An Accident,1,TRUE
15BU000267,1/4/2015 16:55,NA,NA,NA,Unlawful Trespass (Misdemeanor),1,TRUE
15BU000285,1/4/2015 21:28,Male,White,48,Driving With A Criminally Suspended License,1,TRUE
15BU000285,1/4/2015 21:28,Male,White,48,Violation Of Conditions Of Release (Other),0,TRUE
15BU000297,1/5/2015 3:13,Female,White,34,Domestic Assault,1,TRUE
15BU000338,1/5/2015 16:51,Female,White,23,Probation-Parole Violation,1,TRUE
15BU000364,1/5/2015 22:50,Male,White,21,Driving Under The Influence - First Offense,1,TRUE
15BU000375,3/19/2015 12:00,NA,NA,NA,Disorderly Conduct By Phone Or Electronic Communication,1,TRUE
15BU000414,1/6/2015 21:40,Male,White,24,Domestic Assault - 1st Degree Aggravated,1,TRUE
15BU000414,1/6/2015 21:40,Male,White,24,Interference With Access To Emergency Services,0,TRUE
15BU000427,1/6/2015 23:45,Male,White,42,Domestic Assault - 2nd Degree Aggravated,1,TRUE
15BU000458,1/7/2015 11:29,Female,White,20,Unlawful Trespass (Misdemeanor),1,TRUE
15BU000485,1/7/2015 20:20,Female,White,32,Assault And Robbery,1,TRUE
15BU000490,1/7/2015 22:12,Male,White,53,Domestic Assault,1,TRUE
15BU000493,1/7/2015 20:12,Female,Black,28,Disorderly Conduct - All Other,1,TRUE
15BU000500,1/7/2015 23:58,Male,White,27,Driving Under The Influence - First Offense,1,TRUE
15BU000519,1/8/2015 12:27,Female,White,40,Fugitive From Justice (Arrest Prior To Requisition),1,TRUE
15BU000584,1/9/2015 2:17,Male,Black,23,Driving With A Criminally Suspended License,1,TRUE
15BU000627,1/9/2015 14:16,Female,White,30,Retail Theft (Misdemeanor),1,TRUE
15BU000634,1/9/2015 17:31,Male,White,48,Simple Assault,1,TRUE
15BU000662,1/9/2015 23:20,Male,Black,18,Unlawful Trespass (Misdemeanor),1,TRUE
15BU000710,1/10/2015 12:56,Male,White,52,Violation Of Conditions Of Release (Other),1,TRUE
15BU000711,3/13/2015 14:59,Male,Black,37,Identity Theft,1,TRUE
15BU000711,3/13/2015 14:59,Male,Black,37,False Personation,0,TRUE
15BU000717,1/10/2015 16:11,Male,White,56,Driving With A Criminally Suspended License,1,TRUE
15BU000719,1/10/2015 16:27,Male,White,25,NA,1,TRUE
15BU000752,1/10/2015 22:05,Male,White,27,Driving Under The Influence - First Offense,1,TRUE
15BU000761,1/10/2015 22:53,Female,White,44,Disorderly Conduct - All Other,1,TRUE
15BU000773,1/11/2015 1:14,Male,Black,14,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
15BU000775,1/11/2015 1:20,Male,Unknown - U,22,Simple Assault,1,TRUE
15BU000775,1/11/2015 1:20,Male,Unknown - U,22,Disorderly Conduct - All Other,0,TRUE
15BU000787,1/24/2015 7:00,Male,White,23,Unlawful Mischief (Misdemeanor),1,TRUE
15BU000791,1/11/2015 6:48,Male,White,51,Unlawful Trespass (Misdemeanor),1,TRUE
15BU000860,1/12/2015 4:18,NA,NA,NA,Assault With Bodily Fluids (Misdemeanor),1,TRUE
15BU000860,1/12/2015 4:18,NA,NA,NA,Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor),NA,TRUE
15BU000918,3/8/2015 15:00,Male,White,41,Uttering A Forged Instrument,1,TRUE
15BU000918,3/8/2015 15:00,Male,White,41,Forgery/Counterfeit,0,TRUE
15BU000939,1/12/2015 17:53,Male,White,37,Retail Theft (Misdemeanor),1,TRUE
15BU000945,1/12/2015 19:22,NA,NA,NA,Unlawful Mischief (Misdemeanor),1,TRUE
15BU000945,1/12/2015 19:22,NA,NA,NA,Disorderly Conduct - All Other,0,TRUE
15BU000963,1/13/2015 2:06,Male,White,35,Driving Under The Influence - First Offense,1,TRUE
15BU001012,1/13/2015 19:44,Male,White,52,Resisting Arrest,1,TRUE
15BU001012,1/13/2015 19:44,Male,White,52,Disorderly Conduct - All Other,0,TRUE
15BU001013,1/13/2015 19:22,Female,White,28,Retail Theft (Misdemeanor),1,TRUE
15BU001080,1/14/2015 17:34,Female,White,32,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
15BU001115,1/15/2015 0:11,Male,White,52,Violation Of Conditions Of Release (Other),1,TRUE
15BU001131,1/15/2015 9:19,NA,NA,NA,"Weapons Possession Of A Dangerous Weapon At School, On Bus, Building Or Property , First Offense",0,TRUE
15BU001131,1/15/2015 9:19,NA,NA,NA,Simple Assault,1,TRUE
15BU001229,1/16/2015 9:27,Male,White,24,Resisting Arrest,1,TRUE
15BU001231,1/16/2015 9:38,Male,Black,14,Violation Of Conditions Of Release (Other),1,TRUE
15BU001232,1/16/2015 9:38,Male,Black,15,Violation Of Conditions Of Release (Other),1,TRUE
15BU001318,1/16/2015 21:00,Male,White,52,Violation Of Conditions Of Release (Other),1,TRUE
15BU001333,2/5/2015 14:30,Female,Black,26,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
15BU001444,1/18/2015 3:00,Male,White,52,Violation Of Conditions Of Release (Other),1,TRUE
15BU001536,2/18/2015 19:30,Male,White,48,Stolen Property Receiving (Possession Of) Stolen Property (Felony),1,TRUE
15BU001546,1/19/2015 1:45,Male,Black,17,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
15BU001567,1/19/2015 15:20,Male,Black,29,Simple Assault,1,TRUE
15BU001573,1/19/2015 14:22,Male,Black,29,Driving With A Criminally Suspended License,1,TRUE
15BU001573,1/19/2015 14:22,Male,Black,29,False Information To A Police Officer,0,TRUE
15BU001580,1/19/2015 15:58,Male,White,39,Burglary,1,TRUE
15BU001580,1/19/2015 15:58,Male,White,39,Possessing/Making Burglar'S Tools,0,TRUE
15BU001593,2/6/2015 18:00,Male,Black,35,Retail Theft (Misdemeanor),1,TRUE
15BU001652,3/9/2015 17:22,Male,White,46,NA,1,TRUE
15BU001655,1/20/2015 15:52,Male,White,51,NA,1,TRUE
15BU001733,1/21/2015 15:02,NA,NA,NA,NA,1,TRUE
15BU001781,1/22/2015 4:55,Male,White,54,Unlawful Trespass (Misdemeanor),1,TRUE
15BU001823,1/22/2015 13:28,NA,NA,NA,Retail Theft (Misdemeanor),1,TRUE
15BU001839,1/22/2015 15:38,NA,NA,NA,Retail Theft (Misdemeanor),1,TRUE
15BU001866,1/22/2015 20:04,Male,White,52,Unlawful Trespass (Misdemeanor),1,TRUE
15BU001876,1/22/2015 22:59,Male,White,48,Petit Larceny From A Motor Vehicle,1,TRUE
15BU001876,1/22/2015 22:59,Male,White,48,Petit Larceny From A Motor Vehicle,0,TRUE
15BU001884,1/23/2015 0:32,Female,White,34,Driving Under The Influence - First Offense,1,TRUE
15BU001892,1/23/2015 2:22,Male,White,23,Driving Under The Influence - First Offense,1,TRUE
15BU001925,1/23/2015 12:56,Female,White,39,Vulnerable Adults Financial Exploitation Of Vulnerable Adult,1,TRUE
15BU001927,1/23/2015 13:45,Male,White,32,Simple Assault,1,TRUE
15BU001927,1/23/2015 13:45,Male,White,32,Unlawful Mischief (Misdemeanor),0,TRUE
15BU001929,1/23/2015 12:59,Male,White,18,Simple Assault,1,TRUE
15BU001929,1/23/2015 12:59,Male,White,24,Simple Assault,1,TRUE
15BU001929,1/23/2015 16:00,Male,Black,17,Simple Assault,1,TRUE
15BU001939,1/23/2015 18:18,Female,White,24,Identity Theft,1,TRUE
15BU001939,1/23/2015 18:18,Female,White,24,False Pretenses,0,TRUE
15BU001939,1/23/2015 18:18,Female,White,24,Petit Larceny Other,0,TRUE
15BU001948,1/23/2015 16:00,Male,White,20,Unlawful Trespass (Misdemeanor),1,TRUE
15BU001954,2/24/2015 10:30,NA,NA,NA,False Pretenses,1,TRUE
15BU001954,2/24/2015 10:30,NA,NA,NA,Identity Theft,0,TRUE
15BU001975,1/23/2015 20:53,Male,White,48,Retail Theft (Misdemeanor),1,TRUE
15BU002015,1/24/2015 7:36,Female,White,20,Minors Misrepresenting Age Or Procuring/Possession Liquor 2nd Offense Only,1,TRUE
15BU002042,1/24/2015 20:28,Male,White,19,Domestic Assault - 1st Degree Aggravated,1,TRUE
15BU002042,1/24/2015 20:28,Male,White,19,Domestic Assault,0,TRUE
15BU002042,1/24/2015 20:28,Male,White,19,Unlawful Mischief (Misdemeanor),0,TRUE
15BU002042,1/24/2015 20:28,Male,White,19,Interference With Access To Emergency Services,0,TRUE
15BU002060,1/26/2015 6:54,Male,White,54,Unlawful Trespass (Misdemeanor),1,TRUE
15BU002086,1/25/2015 7:06,NA,NA,NA,Reckless Endangerment,1,TRUE
15BU002098,1/25/2015 1:48,Male,White,31,Disorderly Conduct - All Other,1,TRUE
15BU002131,3/2/2015 14:35,Male,Native Hawaiian or Other Pacific Islander - P,27,Stolen Property Receiving (Possession Of) Stolen Property (Felony),1,TRUE
15BU002162,1/25/2015 23:52,Male,White,36,Driving Under The Influence - First Offense,1,TRUE
15BU002171,1/26/2015 2:39,Female,White,22,Driving Under The Influence - First Offense,1,TRUE
15BU002198,3/11/2015 15:40,Male,White,25,Retail Theft (Misdemeanor),1,TRUE
15BU002224,1/26/2015 15:54,Male,Black,35,Retail Theft (Misdemeanor),1,TRUE
15BU002224,1/26/2015 15:54,Male,Black,35,False Information To A Police Officer,0,TRUE
15BU002224,1/26/2015 15:54,NA,NA,NA,Retail Theft (Misdemeanor),1,TRUE
15BU002263,1/27/2015 0:15,Male,White,37,Driving With A Criminally Suspended License,1,TRUE
15BU002264,1/27/2015 0:50,Male,Black,29,NA,1,TRUE
15BU002291,1/27/2015 12:52,Female,White,60,Retail Theft (Misdemeanor),1,TRUE
15BU002296,1/27/2015 13:43,Male,White,15,Disorderly Conduct - All Other,1,TRUE
15BU002296,1/27/2015 13:43,Male,White,15,Unlawful Trespass (Misdemeanor),0,TRUE
15BU002296,1/27/2015 13:43,Male,White,15,Disorderly Conduct - All Other,1,TRUE
15BU002312,1/30/2015 19:02,Female,White,20,False Information To A Police Officer,1,TRUE
15BU002312,1/30/2015 19:02,Female,White,20,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",0,TRUE
15BU002321,2/18/2015 19:30,Male,White,48,Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor),1,TRUE
15BU002362,1/28/2015 10:37,Female,White,37,Petit Larceny From Other Location,1,TRUE
15BU002408,1/30/2015 20:53,Male,White,37,Grand Larceny,1,TRUE
15BU002412,1/28/2015 20:21,Male,White,45,Retail Theft (Misdemeanor),1,TRUE
15BU002415,1/28/2015 21:24,Male,White,21,"Drugs - Marijuana, Sale, Misdemeanor",1,TRUE
15BU002442,2/20/2015 15:30,Male,White,44,Simple Assault,1,TRUE
15BU002481,1/29/2015 23:11,Male,White,30,Domestic Assault - 2nd Degree Aggravated,1,TRUE
15BU002532,1/30/2015 19:21,Male,White,48,Domestic Assault,1,TRUE
15BU002536,1/30/2015 20:56,Female,White,34,Driving With A Criminally Suspended License,1,TRUE
15BU002559,1/31/2015 2:37,Male,White,22,Simple Assault,1,TRUE
15BU002559,1/31/2015 2:38,NA,NA,NA,Simple Assault,1,TRUE
15BU002562,1/31/2015 4:36,NA,NA,NA,Driving Under The Influence - First Offense,1,TRUE
15BU002603,1/31/2015 14:52,Male,White,20,Disorderly Conduct - All Other,1,TRUE
15BU002603,1/31/2015 14:52,Male,White,20,Retail Theft (Misdemeanor),0,TRUE
15BU002604,1/31/2015 14:45,Male,White,36,Impeding Public Officers,1,TRUE
15BU002604,1/31/2015 14:45,Male,White,36,Disorderly Conduct - All Other,0,TRUE
15BU002604,1/31/2015 17:20,Male,White,60,Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor),1,TRUE
15BU002604,1/31/2015 17:20,Male,White,60,Resisting Arrest,0,TRUE
15BU002604,1/31/2015 17:20,Male,White,60,Disorderly Conduct - All Other,0,TRUE
15BU002604,1/31/2015 17:20,Male,White,60,Unlawful Trespass (Misdemeanor),0,TRUE
15BU002658,2/1/2015 2:40,Male,White,28,Driving Under The Influence - First Offense,1,TRUE
15BU002664,2/1/2015 2:19,Female,White,23,Driving Under The Influence - First Offense,1,TRUE
15BU002669,5/18/2015 17:00,Male,Black,23,Sexual Assault,1,TRUE
15BU002682,2/18/2015 19:30,Male,White,48,Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor),1,TRUE
15BU002684,2/1/2015 18:39,Male,Black,28,Violation Of An Abuse Prevention Order,1,TRUE
15BU002697,2/18/2015 19:30,Male,White,48,Petit Larceny From A Motor Vehicle,1,TRUE
15BU002697,2/18/2015 19:30,Male,White,48,Unlawful Mischief (Misdemeanor),0,TRUE
15BU002756,2/3/2015 0:33,Male,White,23,Embezzlement,1,TRUE
15BU002814,2/3/2015 14:30,Male,Black,15,Unlawful Trespass (Misdemeanor),1,TRUE
15BU002820,2/3/2015 15:15,Female,White,12,Aggravated Assault,1,TRUE
15BU002828,2/3/2015 16:24,Male,Black,15,Unlawful Trespass (Misdemeanor),1,TRUE
15BU002828,2/4/2015 13:06,Male,White,25,Unlawful Trespass (Misdemeanor),1,TRUE
15BU002870,2/4/2015 2:46,NA,NA,NA,"Drugs - Marijuana, Possession Or Cultivation 2+ Ounces Or >3 Plants",1,TRUE
15BU002870,2/4/2015 2:46,NA,NA,NA,Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor),0,TRUE
15BU002890,2/4/2015 12:23,NA,NA,NA,Domestic Assault,1,TRUE
15BU002910,2/9/2015 19:05,Female,Black,22,Petit Larceny From A Building/Residence/Structure,1,TRUE
15BU002912,2/23/2015 17:21,NA,NA,NA,Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor),1,TRUE
15BU002960,2/5/2015 2:20,Male,White,30,Driving Under The Influence - First Offense,1,TRUE
15BU003017,2/5/2015 21:55,Female,White,38,Retail Theft (Misdemeanor),1,TRUE
15BU003046,2/6/2015 4:59,Male,White,19,Driving Under The Influence - Criminal Refusal,1,TRUE
15BU003052,2/6/2015 3:00,Male,White,37,Driving Under The Influence - First Offense,1,TRUE
15BU003070,2/6/2015 11:30,NA,NA,NA,Unlawful Trespass (Misdemeanor),1,TRUE
15BU003102,2/6/2015 22:07,NA,NA,NA,Domestic Assault,1,TRUE
15BU003103,2/6/2015 23:38,Male,Black,30,Unlawful Trespass (Misdemeanor),1,TRUE
15BU003103,2/6/2015 23:38,Female,White,22,Unlawful Trespass (Misdemeanor),1,TRUE
15BU003115,2/7/2015 3:54,Male,White,44,Driving Under The Influence - First Offense,1,TRUE
15BU003139,2/7/2015 14:00,NA,NA,NA,Domestic Assault,1,TRUE
15BU003145,2/7/2015 17:52,Male,White,42,Driving With A Criminally Suspended License,1,TRUE
15BU003149,2/18/2015 19:30,Male,White,48,Petit Larceny From A Motor Vehicle,1,TRUE
15BU003149,2/18/2015 19:30,Male,White,48,Unlawful Mischief (Misdemeanor),0,TRUE
15BU003158,2/7/2015 22:07,Male,White,39,Unlawful Trespass (Misdemeanor),1,TRUE
15BU003176,2/8/2015 2:24,Female,White,32,Unlawful Mischief (Misdemeanor),1,TRUE
15BU003180,2/8/2015 4:00,Male,White,27,Unlawful Trespass (Misdemeanor),1,TRUE
15BU003195,3/11/2015 15:40,Male,White,25,Petit Larceny Other,1,TRUE
15BU003215,2/9/2015 2:28,Male,White,27,Simple Assault,1,TRUE
15BU003295,2/10/2015 3:01,Male,White,30,"Drugs - Depressant, Stimulant, And Narcotic Possession Misdemeanor",1,TRUE
15BU003305,2/10/2015 8:51,Male,Black,15,Unlawful Trespass (Misdemeanor),1,TRUE
15BU003307,2/10/2015 9:06,Male,White,54,Unlawful Trespass (Misdemeanor),1,TRUE
15BU003346,2/10/2015 17:08,Female,White,32,Retail Theft (Misdemeanor),1,TRUE
15BU003346,2/10/2015 17:08,Female,White,30,Retail Theft (Misdemeanor),1,TRUE
15BU003370,2/10/2015 21:11,Female,White,30,Theft Of Services (Misdemeanor),1,TRUE
15BU003377,2/10/2015 23:42,Male,White,52,Driving Under The Influence - Second And Subsequent Offense,1,TRUE
15BU003377,2/10/2015 23:42,Male,White,52,False Information To A Police Officer,0,TRUE
15BU003377,2/10/2015 23:42,Male,White,52,Driving With A Criminally Suspended License,0,TRUE
15BU003394,2/18/2015 5:34,Male,White,37,Burglary,1,TRUE
15BU003403,2/19/2015 14:00,Male,White,64,Leaving Scene Of An Accident,1,TRUE
15BU003414,2/11/2015 12:48,Female,White,46,Retail Theft (Misdemeanor),1,TRUE
15BU003439,2/11/2015 18:59,NA,NA,NA,Retail Theft (Misdemeanor),1,TRUE
15BU003489,2/12/2015 11:53,Male,White,44,NA,1,TRUE
15BU003491,2/12/2015 8:59,Male,Black,43,"Drugs - Cocaine, Possession  >2.5 Gm",1,TRUE
15BU003491,2/12/2015 8:59,Male,Black,43,"Drugs - Cocaine, Sale <2.5 Gm",NA,TRUE
15BU003524,2/12/2015 15:14,Female,White,30,NA,1,TRUE
15BU003565,2/13/2015 2:22,Female,White,25,Driving Under The Influence - First Offense,1,TRUE
15BU003566,2/13/2015 2:49,NA,NA,NA,Driving Under The Influence - First Offense,1,TRUE
15BU003574,2/13/2015 10:56,Male,White,29,Leaving Scene Of An Accident,1,TRUE
15BU003599,2/13/2015 17:31,Male,Asian - A,21,Assault And Robbery,1,TRUE
15BU003599,2/13/2015 17:31,Male,Asian - A,21,Kidnapping,0,TRUE
15BU003599,2/13/2015 17:31,Male,Asian - A,21,Burglary,0,TRUE
15BU003599,2/15/2015 4:59,Male,Black,20,Assault And Robbery,1,TRUE
15BU003599,2/15/2015 4:59,Male,Black,20,Kidnapping,0,TRUE
15BU003599,2/15/2015 4:59,Male,Black,20,Burglary,0,TRUE
15BU003599,2/15/2015 4:59,NA,NA,NA,Assault And Robbery,1,TRUE
15BU003599,2/15/2015 4:59,NA,NA,NA,Kidnapping,0,TRUE
15BU003599,2/15/2015 4:59,NA,NA,NA,Burglary,0,TRUE
15BU003599,2/15/2015 4:59,NA,NA,NA,Assault And Robbery,1,TRUE
15BU003599,2/15/2015 4:59,NA,NA,NA,NA,0,TRUE
15BU003599,2/15/2015 4:59,NA,NA,NA,NA,0,TRUE
15BU003619,2/13/2015 18:25,Male,White,29,"Drugs - Heroin, Possession (Misdemeanor)",1,TRUE
15BU003629,2/13/2015 21:04,Male,Black,15,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
15BU003629,2/13/2015 21:04,Male,Black,15,Unlawful Trespass (Misdemeanor),0,TRUE
15BU003638,2/14/2015 0:53,Male,Black,34,Simple Assault,1,TRUE
15BU003650,2/14/2015 3:12,Male,White,33,Driving Under The Influence - Drugs,1,TRUE
15BU003657,2/14/2015 0:37,Male,White,27,Driving Under The Influence - Criminal Refusal,1,TRUE
15BU003668,2/14/2015 1:37,Female,White,21,Driving Under The Influence - First Offense,1,TRUE
15BU003709,2/14/2015 21:00,NA,NA,NA,Disorderly Conduct - All Other,1,TRUE
15BU003734,2/15/2015 3:25,Female,White,22,Driving Under The Influence - First Offense,1,TRUE
15BU003760,2/15/2015 14:30,Male,White,34,Driving Under The Influence - Second And Subsequent Offense,1,TRUE
15BU003812,2/16/2015 14:31,Female,White,60,Retail Theft (Misdemeanor),1,TRUE
15BU003827,2/16/2015 19:04,Male,White,43,Retail Theft (Misdemeanor),1,TRUE
15BU003827,2/16/2015 19:04,Male,White,43,Unlawful Trespass (Misdemeanor),0,TRUE
15BU003834,2/16/2015 19:30,Male,Black,15,Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor),1,TRUE
15BU003834,2/16/2015 19:30,Male,Black,15,Resisting Arrest,0,TRUE
15BU003834,2/16/2015 19:30,Male,Black,15,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",0,TRUE
15BU003834,2/16/2015 19:30,Male,Black,15,Unlawful Trespass (Misdemeanor),0,TRUE
15BU003836,2/16/2015 20:21,Male,Black,44,Simple Assault,1,TRUE
15BU003837,2/16/2015 20:55,NA,NA,NA,Unlawful Trespass (Misdemeanor),1,TRUE
15BU003851,2/17/2015 0:07,Female,White,24,Simple Assault,1,TRUE
15BU003865,2/19/2015 22:29,Male,Black,34,Simple Assault,1,TRUE
15BU003900,2/17/2015 15:46,Male,White,42,Retail Theft (Misdemeanor),1,TRUE
15BU003924,2/17/2015 21:21,Male,White,48,Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor),1,TRUE
15BU003953,2/18/2015 5:34,Male,White,37,Unlawful Trespass (Misdemeanor),1,TRUE
15BU003955,2/18/2015 17:16,Male,Black,26,"Drugs - Cocaine, Possession >25 Gm",1,TRUE
15BU003955,2/18/2015 17:16,Male,Black,32,"Drugs - Cocaine, Possession >25 Gm",1,TRUE
15BU003958,2/18/2015 9:21,Male,Black,17,Unlawful Mischief (Misdemeanor),1,TRUE
15BU003980,2/18/2015 12:45,Female,White,36,"Manufacture, Possess, Sell Tool To Disable Or Remove Any Theft Detection Device From Merchandise",1,TRUE
15BU003981,2/18/2015 12:45,Male,White,48,Driving Under The Influence - Second And Subsequent Offense,1,TRUE
15BU003981,2/18/2015 12:45,Male,White,48,"Drugs - Heroin, Possession (Misdemeanor)",0,TRUE
15BU003981,2/18/2015 12:45,Male,White,48,Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor),0,TRUE
15BU004028,2/19/2015 0:19,Male,Black,24,Driving With A Criminally Suspended License,1,TRUE
15BU004028,2/19/2015 0:19,Male,Black,24,Violation Of Conditions Of Release (Other),0,TRUE
15BU004030,2/19/2015 0:00,Male,White,44,Simple Assault,1,TRUE
15BU004030,2/19/2015 0:00,Male,White,44,Disorderly Conduct - All Other,0,TRUE
15BU004033,2/19/2015 1:00,Male,White,28,Unlawful Trespass (Misdemeanor),1,TRUE
15BU004035,2/19/2015 2:46,Female,White,27,Disorderly Conduct - All Other,1,TRUE
15BU004065,2/19/2015 14:53,Male,White,35,Retail Theft (Misdemeanor),1,TRUE
15BU004087,2/19/2015 18:46,Male,Black,14,Larceny From A Person,1,TRUE
15BU004115,2/20/2015 1:15,NA,NA,NA,Domestic Assault,1,TRUE
15BU004136,2/20/2015 9:00,Male,Black,29,Driving With A Criminally Suspended License,1,TRUE
15BU004160,2/20/2015 16:31,Male,Black,28,Embezzlement,1,TRUE
15BU004170,5/6/2015 9:00,Male,White,32,Possession Of Child Pornography,1,TRUE
15BU004170,5/6/2015 9:00,Male,White,32,Possession Of Child Pornography,0,TRUE
15BU004170,5/6/2015 9:00,Male,White,32,Possession Of Child Pornography,0,TRUE
15BU004170,5/6/2015 9:00,Male,White,32,Possession Of Child Pornography,0,TRUE
15BU004170,5/6/2015 9:00,Male,White,32,Possession Of Child Pornography,0,TRUE
15BU004170,5/6/2015 9:00,Male,White,32,Possession Of Child Pornography,0,TRUE
15BU004179,2/20/2015 19:51,NA,NA,NA,Retail Theft (Misdemeanor),1,TRUE
15BU004203,2/21/2015 1:56,NA,NA,NA,Driving Under The Influence - Criminal Refusal,1,TRUE
15BU004203,2/21/2015 1:56,NA,NA,NA,Eluding A Police Officer - Misdemeanor,0,TRUE
15BU004203,2/21/2015 1:56,NA,NA,NA,Leaving Scene Of An Accident,0,TRUE
15BU004207,2/21/2015 1:25,Male,Black,34,Domestic Assault - 1st Degree Aggravated,1,TRUE
15BU004207,2/21/2015 1:25,Male,Black,34,Interference With Access To Emergency Services,0,TRUE
15BU004210,2/21/2015 1:45,Male,White,25,Disorderly Conduct - All Other,1,TRUE
15BU004239,2/21/2015 12:44,Male,Black,32,Domestic Assault,1,TRUE
15BU004322,2/22/2015 17:22,Male,Black,20,Petit Larceny From A Building/Residence/Structure,1,TRUE
15BU004322,2/22/2015 17:22,Male,Black,20,Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor),0,TRUE
15BU004362,2/23/2015 5:29,NA,NA,NA,Leaving Scene Of An Accident,1,TRUE
15BU004368,2/23/2015 12:05,Male,White,21,Driving Under The Influence - First Offense,1,TRUE
15BU004430,2/24/2015 2:25,Male,White,27,Driving Under The Influence - First Offense,1,TRUE
15BU004431,2/24/2015 3:17,Male,White,36,Domestic Assault - 1st Degree Aggravated,1,TRUE
15BU004469,2/24/2015 15:54,Male,White,30,Driving With A Criminally Suspended License,1,TRUE
15BU004482,2/26/2015 18:30,Female,White,30,Identity Theft,1,TRUE
15BU004482,2/26/2015 18:30,Female,White,30,Forgery/Counterfeit,0,TRUE
15BU004482,2/26/2015 18:30,Female,White,30,Petit Larceny Other,0,TRUE
15BU004482,2/26/2015 18:30,Female,White,30,False Pretenses,0,TRUE
15BU004482,3/3/2015 13:30,Male,White,34,Uttering A Forged Instrument,1,TRUE
